Gender,Race,HomeTwn,Live,Greek?,Parents,GPA,SkipCl,TextSpd,SitArea,HrsStudy,FornTeach,HrsCompu,PayEduc,GetEduc,HrsWork,HubFood,Relimport,ReadBibl,RelPref,God?,Weight,Height,IdlWt,IdlHt,ViewWt,Handed,LongFing,EyeSight,SelfAttr,ShoeSize,LooksImp,MakeFrnds,DateRace,InstMsgr,PeopKiss,DatePerly,AgeDiff,FutSpous,HowComm,DateSpnd,LongRels,UseFaceBk,AgeMarry,CDsOwn,Parties,CellPhn,MinTalk,FavMusic,EntrPref,CDsBurnd,OwnIPod,MP3Playr,MovyGenr,Book_Movy,SpendTVA,HrsExer,SmokeCig,HrsSleep,Abortion,ExerPref,WtTry,FastDrvn,SameSex,IceTerm,CitedOff,DrvnInfl,BevPref,DaysAlco,SmokedMj,Ecstasy,LegalMj?,DrnksUsl,SpndAlco,DrvnDrnk,DrnkIntox,DrnkPref,Shroomed,LiteBeer,Cocaine?,MjBrowny,MostBeer,RolldMj?,Age1stDrk,BushJob,AttkIraq,PolAffln,JoepaQuit,TVSport,HSSports,Virgin,SexNoRel,SexB4Mar,CheatdSO,CheatTel,SexPartns,DatesB4Sex,AgeLostIt,Sex/Week,SameSex_1,UseProtn,HrsPorn,MinDatesB4,OKSameSex,Speed-Dating,SexUnsure,PreMarSex
female,Caucasian,Suburban,Apartment,No,Married,2.9,0,555,Middle,8,No,2,Me,Yes,11-20,Too expensive,Not,Never,Agnostic,Not sure,150,67,135,67,about_right,right,ring,far-sighted,Don't know,6,11,opposite_gender,No,6,11-25,Yes,2-4 years older,If it happens,Face to face,20,3,Yes,24,180,3,Yes,260,Other,Movies,12,iPod Photo,Have an iPod,Other,Movie,1-3,8,No,7,Yes,Alone,Lose,90,Once or twice,Water,0,Yes,Water,2,Yes,No,Yes,0,0-$10,0,5,Liquor,No,Miller,No,Yes,0,Yes,16,Disapprove,Yes,Other,No,Hockey,Yes,No,No,No,No,Yes,2,20,18,2-3,No,Yes,None,Second,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.51,0,400,Middle,25,Yes,6,Parents,Yes,None,Too expensive,Fairly,Never,Protestant,Yes,150,66,140,67,about_right,right,ring,near-sighted,Yes,5,15,same_gender,No,1,6-10,No,2-4 years older,Not important,Face to face,50,1,Yes,30,0,8,Yes,300,Country,Movies,150,iPod Photo,Have an iPod,Comedy,Movie,4-6,14,No,8,Yes,Alone,Lose,90,"No never",Italian,0,No,Milk,12,No,No,No,5_6,0-$10,0,4,Wine,No,Don't drink lite,No,No,10,No,17,Disapprove,No,Democrat,No,Basketball,Yes,Yes,No,No,No,Yes,2,3,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,Rural,Dorm,No,Married,2.7,0,600,Middle,50,No,2,Me,Yes,None,Too expensive,Very,Often,Other,Yes,160,67,145,67,overweight,right,ring,near-sighted,Don't know,6,8,opposite_gender,No,2,11-25,Yes,5-10 years older,If it happens,Face to face,30,0,Yes,25,210,3,Yes,60,Other,Music,100,No,Don't own one,Horror,Movie,1-3,3,No,6,No,With company,Lose,100,"No never",Italian,0,No,Soda,3,No,No,No,1_2,0-$10,0,3,Liquor,No,Coors,No,No,0,No,16,Disapprove,No,Other,No,Football,Yes,Yes,No,Yes,No,Yes,0,3,0,Not active,No,Not active,None,Not sexually active,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Married,3.67,0,450,Middle,15,Yes,4,Parents,Yes,11-20,Too expensive,Very,Once in a while,Other,Yes,130,65,120,67,about_right,right,index,neither,Yes,3,14,opposite_gender,No,1,1-5,Yes,3-4 years younger,Not important,Face to face,50,4,Yes,27,50,3,Yes,200,Country,Sports,10,No,Don't own one,Drama,Book,None,8,No,7,Yes,With company,Lose,90,"No never",Italian,0,No,Water,0,No,No,No,0,0-$10,0,.,Wine,No,Don't drink lite,No,No,0,No,15,Approve,Yes,Republican,No,Football,Yes,Yes,No,Yes,No,Yes,0,15,0,Not active,No,Not active,None,Not sexually active,No,bad idea,No,Yes
female,Caucasian,A big city,Apartment,No,Married,2.7,1,500,Middle,15,No,2,Scholar/Parents ,Yes,None,Not too expensive,Fairly,Never,Catholic,Yes,128,67,110,63,about_right,left,index,neither,Don't know,1,15,opposite_gender,No,10,1-5,Yes,5-10 years older,If it happens,Face to face,30,1,Yes,24,20,10,Yes,300,Pop,Movies,10,No,Have a Dell,Horror,Movie,1-3,10,No,6,Yes,Alone,Lose,95,"No never",Water,2,Yes,Juice,.,No,No,No,7_8,$11-$30,2,8,Beer,No,Coors,No,Yes,15,No,14,Approve,Yes,Democrat,No,Football,Yes,No,No,No,No,Yes,0,5,18,Not active,No,No,None,Seventh,Yes,no opinion,No,No
female,Caucasian,Rural,Dorm,No,Married,3.8,0,350,Middle,8,No,3,Parents,Yes,None,Too expensive,Not,Never,Catholic,Yes,145,65,135,65,about_right,right,ring,near-sighted,Yes,4,10,opposite_gender,No,5,More than 25,Yes,5-10 years older,If it happens,Face to face,30,3,Yes,24,50,6,Yes,300,Rock,Movies,20,iPod Mini,Have an iPod,Comedy,Movie,4-6,7,No,7,Yes,Alone,Lose,95,"No never",Italian,0,Yes,Water,9,Yes,No,No,5_6,$11-$30,1,4,Liquor,Yes,Miller,No,Yes,9,No,15,Disapprove,No,Democrat,No,Football,Yes,No,No,No,No,Yes,1,5,16,4-5,No,Yes,None,Fourth,Yes,no opinion,No,Yes
female,Other,Rural,At home,No,Married,3.1,0,560,Back,6,Yes,4,Parents,Yes,None,Reasonable,Fairly,Never,Catholic,Yes,135,66,112,66,about_right,right,ring,neither,Yes,5,10,opposite_gender,No,0,11-25,No,2-4 years older,Not important,Face to face,50,3,No,24,50,2,No,15,Rap/Hip Hop,Movies,5,No,Don't own one,Comedy,Movie,1-3,3,Yes,8,Yes,Alone,Lose,105,"No never",Italian,1,Yes,Milk,3,Yes,No,Yes,3_4,$11-$30,0,4,Liquor,Yes,Miller,No,No,18,Yes,12,Disapprove,No,Republican,No,Don't watch sports,No,No,Yes,No,No,Yes,3,4,14,Once,No,No,None,First ,No,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,No,Divorced,3.73,0,200,Back,9,Yes,1,Parents,Yes,>20,Too expensive,Fairly,Never,Catholic,Yes,163,70,170,73,about_right,right,same,near-sighted,Yes,6,15,no_preference,No,4,11-25,No,3-4 years younger,If it happens,Face to face,40,2,Yes,26,20,8,Yes,30,Rock,Video Games,100,No,Don't own one,Comedy,Movie,1-3,7,No,8,Yes,With company,Gain,103,"No never",Water,0,No,Milk,8,No,No,No,9 or more,More than $50,0,7,Beer,No,Don't drink lite,No,No,11,No,16,Approve,No,Republican,No,Football,Yes,No,Yes,No,No,Yes,8,3,18,4-5,No,Yes,None,First ,No,no opinion,No,Yes
female,Caucasian,A small town,Apartment,No,Married,3.2,1,400,Middle,23,Yes,4,Parents,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,160,71,140,69,about_right,right,ring,near-sighted,Yes,5,16,no_preference,Yes,8,1-5,Yes,5-10 years older,If it happens,Face to face,50,3,Yes,25,50,15,Yes,250,Country,Music,20,iPod Photo,Have an iPod,Romance,Movie,1-3,5,No,6,Yes,With company,Lose,95,"No never",Italian,0,No,Soda,11,No,No,No,1_2,0-$10,0,5,Liquor,No,Bud,No,No,8,No,14,Disapprove,Yes,Democrat,Yes,Football,Yes,No,Yes,Yes,Yes,Yes,3,10,14,Once,No,Yes,None,First ,Yes,bad idea,No,Yes
female,Other,Rural,At home,No,Divorced,3.8,0,450,Front,18,No,6,All by scholarships,Yes,1-10,Reasonable,Not,Once in a while,Other,Yes,145,63,125,63,overweight,right,ring,near-sighted,Yes,3,14,same_gender,Yes,1,More than 25,No,More than 10 years older,Not important,Face to face,40,4,No,.,50,0,Yes,30,Country,Movies,0,No,Don't own one,Action,Movie,1-3,4,No,6,Yes,Alone,Lose,110,"No never",Italian,0,Yes,Soda,2,No,No,Yes,1_2,0-$10,0,2,Wine,No,Don't drink lite,No,No,6,No,12,Approve,Yes,Other,No,Other,Yes,No,Yes,No,Yes,No,7,2,19,Not active,No,No,None,First ,Yes,no opinion,No,Yes
female,Other,A small town,Dorm,No,Married,3.75,1,600,Front,3,No,1,Scholar/Parents ,Yes,1-10,Too expensive,Fairly,Once in a while,Other,Not sure,118,64,123,66,about_right,right,index,near-sighted,Yes,5,18,no_preference,Yes,10,6-10,Yes,More than 10 years older,If it happens,Face to face,100,2,Yes,26,75,5,Yes,400,Rock,Movies,30,iPod,Have an iPod,Horror,Movie,1-3,4,No,7,Yes,Alone,Gain,95,"Yes, almost always",Italian,0,No,Soda,3,No,No,Yes,1_2,0-$10,0,2,Beer,No,Miller,No,No,4,Yes,7,Disapprove,No,Other,No,Baseball,Yes,Yes,No,No,Yes,No,6,2,0,Not active,Yes,Not active,0-2 hours,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,Rural,Apartment,No,Married,3.3,0,400,Front,25,No,5,Parents,Yes,None,Reasonable,Not,Never,Agnostic,Not sure,160,72,165,72,about_right,right,ring,neither,Yes,8,10,opposite_gender,Yes,2,6-10,No,2-4 years older,If it happens,Face to face,40,3,Yes,30,15,5,Yes,50,Rock,Music,100,iPod Mini,Have an iPod,Comedy,Movie,4-6,10,No,7.5,Yes,With company,Stay the same,105,"No never",Water,0,No,Soda,6,Yes,No,No,5_6,$30-$50,0,5,Liquor,No,Coors,No,No,12,No,18,Approve,No,Republican,No,Other,Yes,No,No,No,Yes,Yes,2,4,19,Not active,No,Yes,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,Rural,Dorm,Yes,Divorced,3.06,0,300,Middle,4,Yes,2,Parents,Yes,None,Too expensive,Not,Never,Catholic,Not sure,128,65,120,67,about_right,right,index,neither,Yes,4,11,opposite_gender,Yes,2,6-10,No,2-4 years older,If it happens,Phone,75,2,Yes,28,65,2,Yes,600,Pop,Music,15,iPod Mini,Have an iPod,Horror,Movie,1-3,8,No,8,Yes,Alone,Lose,105,"No never",Italian,0,Yes,Soda,4,No,No,Yes,3_4,0-$10,1,2,Beer,No,Miller,No,No,8,No,16,Disapprove,Yes,Democrat,Yes,Football,Yes,No,Yes,No,No,No,1,3,15,4-5,No,No,None,First ,Yes,no opinion,No,Yes
male,Caucasian,Rural,Dorm,No,Married,3.29,0,160,Middle,16,Yes,3,Parents,Yes,None,Too expensive,Not,Never,Other,No,167,69,170,71,about_right,left,ring,neither,Yes,7,14,no_preference,Yes,2,11-25,No,3-4 years younger,If it happens,Face to face,50,2,Yes,27,18,3,Yes,75,Rock,Music,27,Other,Have an iPod,Comedy,Movie,1-3,9,No,7,Yes,With company,Nothing,105,"No never",Water,0,No,Soda,0,No,No,No,0,0-$10,0,0,Wine,No,Miller,No,No,0,No,0,Approve,Yes,Other,No,Hockey,Yes,No,Yes,No,No,Yes,6,2,17,2-3,No,Yes,None,Third,Yes,bad idea,No,Yes
male,AfrAm/Bl,A big city,Apartment,No,Divorced,3.07,0,350,Middle,25,Yes,6,Scholar/Me ,Yes,None,Too expensive,Fairly,Never,Other,Yes,149,66,165,70,about_right,right,ring,neither,Don't know,5,11,no_preference,No,0,11-25,Yes,3-4 years younger,If it happens,Face to face,65,2,Yes,20,47,1,Yes,120,Rap/Hip Hop,Sports,34,No,Don't own one,Drama,Movie,1-3,0,Yes,5,No,Alone,Stay the same,65,"No never",Water,0,No,Water,0,No,Yes,No,3_4,0-$10,0,4,Wine,No,Don't drink lite,No,No,0,Yes,16,Disapprove,No,Other,No,Football,No,No,No,No,No,Yes,2,2,16,4-5,No,No,None,First ,No,no opinion,No,Yes
male,Caucasian,Rural,Dorm,No,Divorced,3.37,1,350,Front,20,Yes,1,Scholar/Parents ,Yes,11-20,Too expensive,Fairly,Once in a while,Protestant,Yes,163,70,160,72,about_right,right,ring,neither,Yes,7,15,no_preference,No,4,1-5,Yes,0-2 years younger,If it happens,Face to face,50,1,Yes,28,15,4,Yes,100,Country,Movies,15,No,Don't own one,Comedy,Movie,1-3,10,No,7,Yes,With company,Lose,117,"No never",Italian,0,Yes,Water,12,No,No,No,9 or more,$11-$30,2,12,Liquor,No,Don't drink lite,No,No,20,No,14,Disapprove,No,Republican,No,Football,Yes,No,Yes,No,No,Yes,3,6,18,Once,No,No,None,Third,No,no opinion,No,Yes
female,Caucasian,A big city,Dorm,Yes,Married,2.61,0,400,Middle,20,Yes,10,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,135,61,120,61,overweight,right,index,near-sighted,Yes,3,17,no_preference,Yes,3,11-25,No,0-2 years older,If it happens,Face to face,50,2,Yes,30,30,24,Yes,200,Rap/Hip Hop,Sports,5,iPod Mini,Don't own one,Action,Book,1-3,11,No,7,Yes,With company,Lose,110,"No never",Italian,0,Yes,Milk,12,Yes,No,Yes,3_4,$11-$30,3,4,Wine,Yes,Bud,No,Yes,9,No,16,Approve,Yes,Other,No,Baseball,Yes,No,Yes,No,Yes,Yes,3,2,17,2-3,Yes,Yes,None,First ,Yes,great idea,No,Yes
female,Caucasian,Rural,Apartment,No,Married,2.87,1,50,Middle,5,Yes,1,Scholar/Me ,Yes,None,Too expensive,Fairly,Never,Other,Yes,145,68,140,68,about_right,right,index,near-sighted,Yes,4,5,same_gender,Yes,.,More than 25,Yes,5-10 years older,If it happens,Face to face,25,4,Yes,25,35,10,Yes,120,Rap/Hip Hop,Movies,30,No,Other,Romance,Movie,None,5,No,7,Yes,With company,Stay the same,95,"No never",Italian,2,Yes,Soda,9,Yes,No,Yes,5_6,$11-$30,1,6,Beer,Yes,Coors,No,Yes,10,Yes,14,Disapprove,No,Republican,No,Football,Yes,No,Yes,No,Yes,Yes,16,8,15,2-3,Yes,No,None,Sixth,Yes,no opinion,No,Yes
female,Caucasian,A big city,Apartment,Yes,Married,3.19,0,300,Front,10,Yes,2,Parents,Yes,1-10,Too expensive,Very,Once in a while,Catholic,Yes,140,66,130,65,about_right,right,index,near-sighted,Yes,4,10,no_preference,Yes,2,11-25,No,3-4 years younger,If it happens,Face to face,30,2,Yes,27,20,9,Yes,120,Pop,Movies,0,No,Don't own one,Romance,Movie,None,9,No,7,No,Alone,Lose,70,"No never",Water,2,No,Water,2,No,No,No,3_4,0-$10,0,3,Liquor,No,Miller,No,No,3,No,18,Approve,Yes,Republican,No,Football,Yes,Yes,No,No,No,Yes,5,.,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
female,Caucasian,A small town,Dorm,No,Married,3.6,0,450,Middle,25,Yes,1.5,Parents,Yes,None,Reasonable,Fairly,Once in a while,Catholic,Yes,138,67,135,70,about_right,right,index,near-sighted,Yes,6,13,same_gender,No,1,11-25,No,2-4 years older,If it happens,Face to face,50,4,Yes,27,75,12,Yes,300,Other,Movies,30,iPod Mini,Have an iPod,Romance,Movie,1-3,14,No,8,Yes,Alone,Lose,90,"No never",Italian,0,No,Soda,5,No,No,No,5_6,0-$10,0,7,Beer,No,Don't drink lite,No,No,12,No,12,Approve,Yes,Republican,No,Football,Yes,No,No,Yes,No,Yes,0,10,14,Not active,No,Yes,None,8 (on eighth date),No,no opinion,No,No
female,Caucasian,Suburban,Apartment,No,Married,3.4,0,250,Middle,20,No,2,Me,Yes,None,Reasonable,Fairly,Never,Protestant,Yes,145,69,135,69,about_right,right,index,neither,Yes,5,15,no_preference,No,1,6-10,No,2-4 years older,If it happens,Face to face,25,2,Yes,26,85,12,Yes,60,Rock,Music,50,No,Have a Creative Jukebox,Horror,Movie,1-3,5,No,8,Yes,Alone,Lose,100,"No never",Water,0,Yes,Water,9,Yes,Yes,Yes,3_4,$30-$50,0,6,Wine,No,Bud,Yes,Yes,7,No,14,Approve,Yes,Republican,No,Football,Yes,No,Yes,No,No,Yes,2,10,17,Not active,Yes,Yes,None,Fifth,Yes,no opinion,No,Yes
male,Caucasian,Suburban,Apartment,No,Divorced,2.33,0,345,Front,9,No,1.5,Scholar/Parents ,Yes,None,Not too expensive,Not,Never,Catholic,Yes,145,70,160,70,about_right,right,ring,near-sighted,Don't know,6,9,same_gender,No,1,More than 25,Yes,0-2 years younger,Not important,Phone,125,3,Yes,30,190,5,Yes,135,Rock,Music,60,No,Have a Dell,Horror,Movie,1-3,.,No,7,Yes,Alone,Stay the same,121,"No never",Water,0,No,Soda,13,No,No,No,7_8,$11-$30,0,7,Beer,No,Miller,No,No,12,No,14,Disapprove,No,Republican,No,Football,Yes,No,No,No,Yes,Yes,3,5,18,Once,No,Yes,None,Third,No,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,Yes,Married,3.65,0,350,Middle,6,No,2,Parents,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,105,62,100,62,overweight,right,index,near-sighted,Yes,3,15,no_preference,No,7,6-10,No,0-2 years older,If it happens,Email/IM,35,3,Yes,24,60,10,Yes,30,Rock,Music,20,iPod Mini,Have an iPod,Romance,Movie,1-3,6,No,8,Yes,Alone,Lose,90,"No never",Water,0,No,Water,10,No,No,No,5_6,0-$10,0,3,Liquor,No,Coors,No,No,5,No,15,Approve,Yes,Other,No,Football,Yes,Yes,No,No,Yes,Yes,2,0,0,Not active,No,Not active,None,Not sexually active,Yes,no opinion,No,Yes
male,Caucasian,A small town,At home,No,Married,3.98,0,300,Front,15,No,7,Scholar/Parents ,Yes,None,Too expensive,Not,Never,Other,Yes,170,72,170,72,about_right,right,ring,near-sighted,Don't know,9,1,no_preference,Yes,2,11-25,Yes,More than 10 years older,Not important,Email/IM,20,4,No,35,100,1,No,0,Rap/Hip Hop,Movies,30,Other,Have an iPod,Comedy,Book,4-6,8,No,6,Yes,With company,Nothing,100,"No never",Italian,0,Yes,Water,0,Yes,No,Yes,9 or more,0-$10,2,6,Wine,No,Miller,No,No,20,No,16,Disapprove,No,Other,No,Hockey,Yes,No,Yes,No,Yes,No,0,1,16,Not active,No,Yes,None,Fifth,Yes,great idea,No,Yes
male,Caucasian,A small town,Apartment,No,Divorced,2.9,4,300,Front,5,Yes,3,Scholar/Me ,Yes,>20,Too expensive,Not,Never,Catholic,Not sure,235,72,215,74,overweight,right,ring,neither,Don't know,9,10,no_preference,No,3,11-25,Yes,5-10 years older,If it happens,Phone,30,0,Yes,25,150,12,Yes,120,Rock,Movies,300,No,Have a Dell,Drama,Movie,None,3,No,9,No,With company,Stay the same,135,"No never",Italian,0,No,Milk,16,Yes,No,Yes,9 or more,More than $50,0,10,Beer,Yes,Don't drink lite,No,Yes,30,No,16,Approve,No,Republican,No,Football,Yes,No,No,No,No,Yes,1,10,18,2-3,No,Yes,0-2 hours,Fifth,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,No,Divorced,2.7,1,400,Front,28,No,2.5,Me,Yes,>20,Too expensive,Very,Daily,Other,Yes,133,68,115,66,overweight,right,index,near-sighted,Don't know,4,1,same_gender,No,8,11-25,Yes,2-4 years older,Not important,Face to face,30,1,Yes,26,50,3,Yes,75,Rap/Hip Hop,Movies,15,No,Other,Romance,Movie,4-6,12,No,6,No,Alone,Lose,110,"No never",Italian,0,Yes,Soda,2,No,No,No,1_2,0-$10,0,4,Liquor,No,Beast Ice,No,No,1,No,18,Disapprove,No,Republican,No,Hockey,No,Yes,No,Yes,No,Yes,2,20,0,Not active,No,Not active,None,Not sexually active,No,bad idea,No,Yes
male,Caucasian,Suburban,Frat ,Yes,Married,3.27,2,350,Middle,3,Yes,1,Parents,Yes,None,Too expensive,Fairly,Never,Jewish,Yes,168,70,160,74,about_right,right,ring,near-sighted,Yes,9,15,no_preference,Yes,5,1-5,Yes,0-2 years younger,If it happens,Phone,60,3,Yes,23,120,8,Yes,120,Rock,Sports,30,iPod,Have an iPod,Action,Movie,1-3,9,No,7,Yes,With company,Lose,110,"No never",Water,0,Yes,Soda,12,Yes,No,No,9 or more,More than $50,0,6,Liquor,No,Don't drink lite,No,No,15,No,12,Disapprove,No,Democrat,No,Basketball,Yes,No,Yes,Yes,No,Yes,0,3,14,Not active,No,Yes,None,Fifth,Yes,no opinion,No,No
male,Caucasian,Suburban,Apartment,No,Married,3.2,1,350,Front,1,Yes,5,Parents,Yes,None,Too expensive,Fairly,Never,Catholic,Yes,170,71.5,175,72,about_right,right,ring,neither,Yes,8,18,no_preference,No,3,11-25,No,5-10 years older,If it happens,Face to face,50,2,Yes,25,3,24,Yes,50,Rap/Hip Hop,Movies,3,No,Don't own one,Comedy,Movie,1-3,4,No,6,No,With company,Gain,145,"No never",Italian,0,Yes,Juice,12,Yes,No,No,5_6,$30-$50,1,8,Beer,No,Miller,No,No,29,No,16,Approve,Yes,Republican,No,Other,Yes,No,Yes,Yes,Yes,Yes,3,.,.,Not active,No,Yes,0-2 hours,Fifth,No,bad idea,No,Yes
female,Caucasian,A small town,Apartment,No,Married,2.4,0,350,Back,14,Yes,2,Parents,Yes,11-20,Too expensive,Fairly,Once in a while,Catholic,Yes,120,68,110,65,about_right,right,same,neither,Don't know,4,12,same_gender,No,1,11-25,Yes,5-10 years older,Very important,Face to face,75,2,Yes,25,30,5,Yes,300,Rock,Movies,25,No,Don't own one,Romance,Movie,4-6,0,Yes,6,Yes,Alone,Stay the same,90,"No never",Italian,0,Yes,Water,10,No,No,No,5_6,More than $50,0,4,Beer,No,Miller,No,No,10,No,13,Disapprove,Yes,Other,No,Football,Yes,No,Yes,Yes,Yes,Yes,4,3,16,Once,Yes,Yes,None,Third,Yes,no opinion,No,Yes
female,AfrAm/Bl,Suburban,Apartment,No,Divorced,3,1,450,Back,5,No,2,All by scholarships,No,None,Too expensive,Very,Often,Protestant,Yes,170,67,150,65,overweight,right,ring,neither,Yes,4,19,opposite_gender,No,6,6-10,Yes,5-10 years older,If it happens,Face to face,50,6,Yes,25,13,10,Yes,500,Rap/Hip Hop,Music,20,iPod Photo,Have an iPod,Comedy,Movie,1-3,8,No,5,Yes,With company,Lose,60,"No never",Water,0,No,Juice,10,Yes,No,Yes,5_6,$11-$30,0,5,Liquor,No,Miller,No,Yes,3,No,16,Disapprove,No,Democrat,No,Football,Yes,No,Yes,Yes,Yes,No,10,4,17,Once,No,No,None,Fourth,No,no opinion,No,Yes
female,Caucasian,Rural,At home,No,Divorced,3.97,0,250,Front,10,No,4,Me,Yes,None,Too expensive,Fairly,Once in a while,Protestant,Yes,130,65,120,67,about_right,right,index,near-sighted,Yes,5,14,same_gender,No,9,More than 25,Yes,More than 10 years older,Not important,Face to face,30,1,No,24,5,0,Yes,30,Pop,Books,0,No,Don't own one,Romance,Book,4-6,2,No,7,Yes,Alone,Lose,80,"No never",Italian,0,No,Water,4,No,No,No,1_2,0-$10,0,3,Liquor,No,Don't drink lite,No,No,1,No,14,Disapprove,No,Republican,No,Don't watch sports,Yes,No,No,No,No,No,13,5,16,Once,No,No,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Apartment,No,Married,3.3,1,450,Middle,7,Yes,1,Parents,Yes,11-20,Too expensive,Fairly,Never,Catholic,Yes,115,62,105,66,about_right,right,index,near-sighted,Yes,3,10,opposite_gender,No,5,1-5,No,5-10 years older,If it happens,Face to face,50,5,Yes,26,100,24,Yes,60,Rap/Hip Hop,Movies,10,iPod Mini,Have an iPod,Romance,Movie,1-3,6,No,7,Yes,With company,Stay the same,100,"No never",Italian,0,Yes,Water,12,No,No,No,5_6,$11-$30,2,4,Wine,No,Don't drink lite,Yes,No,10,No,14,Approve,No,Other,No,Basketball,Yes,No,Yes,No,No,No,1,.,17,2-3,Yes,No,None,Third,Yes,great idea,No,Yes
female,Asian,Suburban,Apartment,No,Divorced,3.44,0,400,Front,25,No,1,Parents,No,11-20,Too expensive,Very,Often,Other,Yes,140,65,125,64,overweight,right,ring,near-sighted,No,3,14,no_preference,Yes,0,11-25,No,0-2 years older,If it happens,Face to face,50,2,Yes,23,50,1,Yes,2,Other,Movies,20,iPod Mini,Have an iPod,Romance,Movie,4-6,7,No,8,Yes,Alone,Lose,100,"No never",Water,0,No,Water,0,No,No,No,0,0-$10,0,1,Liquor,No,Miller,No,No,0,No,19,Approve,Yes,Republican,No,Other,No,No,No,Yes,No,Yes,2,20,16,Not active,No,Yes,None,Tenth or later,No,bad idea,No,Yes
male,Other,A big city,Dorm,No,Married,3.41,1,120,Middle,14,No,1.5,Parents,Yes,None,Too expensive,Very,Once in a while,Catholic,Yes,154,56,135,59,overweight,right,ring,neither,Yes,6,10,same_gender,No,8,1-5,No,0-2 years older,If it happens,Face to face,50,0,Yes,29,10,8,Yes,120,Rock,Sports,50,iPod,Have an iPod,Drama,Movie,1-3,1,Yes,5,No,With company,Nothing,100,"No never",Water,1,Yes,Soda,8,Yes,No,No,5_6,$30-$50,2,6,Liquor,No,Don't drink lite,No,Yes,16,Yes,16,Disapprove,No,Other,No,Other,Yes,Yes,No,Yes,No,Yes,3,25,0,Not active,No,Not active,0-2 hours,Not sexually active,No,bad idea,No,No
male,Caucasian,Rural,Dorm,No,Married,3.86,0,150,Front,10,Yes,6,Parents,Yes,11-20,Too expensive,Very,Once in a while,Catholic,Yes,175,70,175,75,about_right,right,index,near-sighted,Yes,6,10,opposite_gender,No,4,1-5,Yes,3-4 years younger,If it happens,Face to face,60,4,Yes,30,150,6,Yes,30,Rock,Music,350,No,Other,Comedy,Movie,None,0,No,8,No,Alone,Stay the same,75,"No never",Water,0,No,Juice,3,No,No,Yes,1_2,0-$10,0,3,Liquor,No,Don't drink lite,No,No,5,No,17,Approve,No,Republican,No,Don't watch sports,Yes,Yes,No,Yes,Yes,Yes,0,500,0,Not active,No,Not active,0-2 hours,Not sexually active,Yes,bad idea,No,No
female,Caucasian,Rural,Apartment,No,Married,3.1,1,400,Back,15,Yes,5,Scholar/Parents ,Yes,None,Too expensive,Very,Once in a while,Other,Yes,135,69,130,67,about_right,right,index,neither,Yes,5,13,opposite_gender,Yes,3,1-5,No,2-4 years older,If it happens,Face to face,50,4,Yes,25,100,13,Yes,160,Rap/Hip Hop,Sports,50,Other,Have an iPod,Comedy,Movie,1-3,3,No,6,Yes,Alone,Lose,90,"No never",Italian,1,No,Alcohol,14,No,No,No,5_6,$30-$50,0,4,Beer,No,Don't drink lite,No,No,12,No,16,Approve,Yes,Other,No,Football,Yes,No,No,No,No,No,0,.,17,Once,No,No,0-2 hours,Tenth or later,Yes,great idea,No,No
female,Caucasian,Rural,Apartment,Yes,Married,3.67,1,400,Middle,15,Yes,6,Parents,Yes,None,Reasonable,Very,Once in a while,Catholic,Yes,112,62,100,65,about_right,right,ring,neither,Yes,3,13,opposite_gender,Yes,3,11-25,No,2-4 years older,If it happens,Face to face,50,4,Yes,26,150,12,Yes,420,Rap/Hip Hop,Music,100,iPod Mini,Have an iPod,Comedy,Movie,1-3,3,No,6.5,Yes,Alone,Lose,90,"No never",Water,0,No,Alcohol,10,No,No,No,5_6,$30-$50,0,4,Wine,No,Miller,No,No,6,No,16,Approve,Yes,Republican,No,Basketball,Yes,No,No,No,Yes,Yes,2,.,16,Once,No,Yes,None,Tenth or later,Yes,no opinion,No,Yes
female,Caucasian,Suburban,Dorm,Yes,Married,3.4,2,600,Middle,12,No,4,Parents,Yes,None,Reasonable,Not,Never,Agnostic,Not sure,115,65,110,65,about_right,right,ring,neither,Yes,3,12,no_preference,Yes,2,11-25,Yes,2-4 years older,If it happens,Face to face,50,4,Yes,24,100,8,Yes,150,Other,Movies,70,iPod Mini,Have an iPod,Comedy,Movie,1-3,8,No,7,Yes,With company,Lose,90,"No never",Italian,1,Yes,Water,8,Yes,No,No,5_6,0-$10,2,6,Liquor,No,Miller,No,No,10,No,15,Approve,No,Republican,Yes,Football,Yes,No,Yes,No,Yes,Yes,2,5,16,2-3,Yes,Yes,None,Fifth,Yes,no opinion,No,Yes
